"","year","age","gender","race","education"
"27444","1984","3. 35 - 44","1. Male","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27445","1984","3. 35 - 44","2. Female","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27446","1984","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27447","1984","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27448","1984","7. 75 - 99 and over (except 1954)","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27449","1984","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"27450","1984","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27451","1984","5. 55 - 64","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27452","1984","2. 25 - 34","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"27453","1984","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27454","1984","1. 17 - 24","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27455","1984","1. 17 - 24","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"27456","1984","4. 45 - 54","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27457","1984","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27458","1984","4. 45 - 54","1. Male","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"27459","1984","5. 55 - 64","1. Male","3. Hispanic","1. Grade school or less (0-8 grades)"
"27460","1984","6. 65 - 74","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27461","1984","4. 45 - 54","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"27462","1984","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27463","1984","5. 55 - 64","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"27464","1984","5. 55 - 64","2. Female","2. Black non-Hispanic","1. Grade school or less (0-8 grades)"
"27465","1984","6. 65 - 74","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27466","1984","6. 65 - 74","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"27467","1984","1. 17 - 24","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27468","1984","3. 35 - 44","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"27469","1984","2. 25 - 34","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"27470","1984","2. 25 - 34","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"27471","1984","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"27472","1984","1. 17 - 24","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27473","1984","2. 25 - 34","2. Female","2. Black non-Hispanic","4. College or advanced degree (no cases 1948)"
"27474","1984","2. 25 - 34","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"27475","1984","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27476","1984","1. 17 - 24","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27477","1984","1. 17 - 24","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27478","1984","1. 17 - 24","1. Male","4. Other or multiple races, non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27479","1984","2. 25 - 34","1. Male","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"27480","1984","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27481","1984","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"27482","1984","1. 17 - 24","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27483","1984","1. 17 - 24","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27484","1984","2. 25 - 34","2. Female","3. Hispanic","3. Some college (13 grades or more but no degree;"
"27485","1984","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27486","1984","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"27487","1984","5. 55 - 64","2. Female","3. Hispanic","1. Grade school or less (0-8 grades)"
"27488","1984","5. 55 - 64","2. Female","4. Other or multiple races, non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27489","1984","5. 55 - 64","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"27490","1984","6. 65 - 74","1. Male","2. Black non-Hispanic","1. Grade school or less (0-8 grades)"
"27491","1984","4. 45 - 54","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27492","1984","3. 35 - 44","1. Male","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"27493","1984","6. 65 - 74","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"27494","1984","4. 45 - 54","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27495","1984","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27496","1984","2. 25 - 34","2. Female","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"27497","1984","1. 17 - 24","2. Female","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27498","1984","4. 45 - 54","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27499","1984","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27500","1984","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27501","1984","4. 45 - 54","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"27502","1984","1. 17 - 24","2. Female","3. Hispanic","3. Some college (13 grades or more but no degree;"
"27503","1984","2. 25 - 34","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"27504","1984","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27505","1984","3. 35 - 44","2. Female","2. Black non-Hispanic","4. College or advanced degree (no cases 1948)"
"27506","1984","3. 35 - 44","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27507","1984","3. 35 - 44","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"27508","1984","2. 25 - 34","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"27509","1984","6. 65 - 74","1. Male","2. Black non-Hispanic","1. Grade school or less (0-8 grades)"
"27510","1984","2. 25 - 34","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"27511","1984","1. 17 - 24","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27512","1984","2. 25 - 34","1. Male","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27513","1984","1. 17 - 24","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"27514","1984","3. 35 - 44","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"27515","1984","1. 17 - 24","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"27516","1984","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27517","1984","1. 17 - 24","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27518","1984","7. 75 - 99 and over (except 1954)","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27519","1984","1. 17 - 24","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27520","1984","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27521","1984","6. 65 - 74","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"27522","1984","2. 25 - 34","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"27523","1984","1. 17 - 24","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27524","1984","6. 65 - 74","1. Male","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"27525","1984","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27526","1984","2. 25 - 34","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"27527","1984","5. 55 - 64","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27528","1984","1. 17 - 24","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27529","1984","3. 35 - 44","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"27530","1984","4. 45 - 54","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27531","1984","4. 45 - 54","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27532","1984","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27533","1984","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27534","1984","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27535","1984","3. 35 - 44","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27536","1984","3. 35 - 44","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"27537","1984","6. 65 - 74","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27538","1984","4. 45 - 54","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"27539","1984","3. 35 - 44","1. Male","4. Other or multiple races, non-Hispanic","4. College or advanced degree (no cases 1948)"
"27540","1984","3. 35 - 44","1. Male","4. Other or multiple races, non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27541","1984","4. 45 - 54","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27542","1984","2. 25 - 34","1. Male","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27543","1984","1. 17 - 24","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27544","1984","5. 55 - 64","1. Male","3. Hispanic","1. Grade school or less (0-8 grades)"
"27545","1984","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"27546","1984","6. 65 - 74","2. Female","2. Black non-Hispanic","1. Grade school or less (0-8 grades)"
"27547","1984","3. 35 - 44","2. Female","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27548","1984","2. 25 - 34","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"27549","1984","7. 75 - 99 and over (except 1954)","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"27550","1984","1. 17 - 24","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27551","1984","1. 17 - 24","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27552","1984","4. 45 - 54","2. Female","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"27553","1984","2. 25 - 34","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"27554","1984","4. 45 - 54","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"27555","1984","4. 45 - 54","2. Female","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27556","1984","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27557","1984","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"27558","1984","3. 35 - 44","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27559","1984","2. 25 - 34","1. Male","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"27560","1984","3. 35 - 44","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"27561","1984","4. 45 - 54","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"27562","1984","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
